group	OD	NC	PC0	PC2	PC4	PC6	PC8	PC10	OD_Norm	line
adult_female	0.292	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.109667	Thai2
adult_female	0.239	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.056667	Thai2
adult_female	0.476	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.293667	Thai2
adult_female	0.132	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	-0.050333	Thai2
adult_female	0.313	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.130667	Galveston
adult_female	0.34	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.157667	Galveston
adult_female	0.278	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.095667	Galveston
adult_female	0.277	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.094667	Galveston
adult_female	0.273	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.090667	Galveston
adult_female	0.486	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.303667	Galveston
adult_female	0.276	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.093667	Galveston
adult_female	0.263	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.080667	Galveston
adult_female	0.314	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.131667	Galveston
adult_female	0.316	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.133667	Galveston
adult_female	0.358	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.175667	Juchitan
adult_female	0.475	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.292667	Juchitan
adult_female	0.332	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.149667	Juchitan
adult_female	0.278	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.095667	Juchitan
adult_female	0.452	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.269667	Juchitan
adult_female	0.225	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.042667	Juchitan
adult_female	0.203	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.020667	Juchitan
adult_female	0.46	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.277667	Juchitan
adult_female	0.282	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.099667	Juchitan
adult_female	0.384	0.182333	0.047	0.501	0.982	1.3915	1.601	1.8325	0.201667	Juchitan
adult_female_bf	0.347	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.232667	LVP
adult_female_bf	0.539	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.424667	LVP
adult_female_bf	0.407	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.292667	LVP
adult_female_bf	0.289	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.174667	LVP
adult_female_bf	0.506	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.391667	LVP
adult_female_bf	0.578	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.463667	LVP
adult_female_bf	0.492	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.377667	LVP
adult_female_bf	0.605	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.490667	LVP
adult_female_bf	0.614	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.499667	LVP
adult_female_bf	0.453	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.338667	LVP
adult_female_bf	0.596	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.481667	Thai2
adult_female_bf	0.633	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.518667	Thai2
adult_female_bf	0.65	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.535667	Thai2
adult_female_bf	0.42	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.305667	Thai2
adult_female_bf	0.406	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.291667	Thai2
adult_female_bf	0.325	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.210667	Thai2
adult_female_bf	0.432	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.317667	Thai2
adult_female_bf	0.452	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.337667	Thai2
adult_female_bf	0.517	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.402667	Thai2
adult_female_bf	0.65	0.114333	0.0495	0.2725	1.107	1.59	1.217	1.7085	0.535667	Thai2
